tanggal,waktu,username,full_text,sentimen,cleaning,case_folding,hasil_normalisasi,tokenize,stopword_removal,steming_data
Sun Dec 28,9:57:06,kelakuan,Ratusan mahasiswa yang tergabung dalam Badan Eksekutif Mahasiswa Seluruh Indonesia (BEM SI) menggelar demonstrasi menolak kenaikan Pajak Pertambahan Nilai (PPN) menjadi 12% di Patung Kuda Jakarta pada Jumat (27/12/2024). Simak selengkapnya: https://t.co/WFg7jDUPc8 https://t.co/Z5IflzfQTj,Negatif,Ratusan mahasiswa yang tergabung dalam Badan Eksekutif Mahasiswa Seluruh Indonesia BEM SI menggelar demonstrasi menolak kenaikan Pajak Pertambahan Nilai PPN menjadi  di Patung Kuda Jakarta pada Jumat  Simak selengkapnya,ratusan mahasiswa yang tergabung dalam badan eksekutif mahasiswa seluruh indonesia bem si menggelar demonstrasi menolak kenaikan pajak pertambahan nilai ppn menjadi  di patung kuda jakarta pada jumat  simak selengkapnya,ratusan mahasiswa yang tergabung dalam badan eksekutif mahasiswa seluruh indonesia bem sih menggelar demonstrasi menolak kenaikan pajak pertambahan nilai ppn menjadi di patung kuda jakarta pada jumat simak selengkapnya,"['ratusan', 'mahasiswa', 'yang', 'tergabung', 'dalam', 'badan', 'eksekutif', 'mahasiswa', 'seluruh', 'indonesia', 'bem', 'sih', 'menggelar', 'demonstrasi', 'menolak', 'kenaikan', 'pajak', 'pertambahan', 'nilai', 'ppn', 'menjadi', 'di', 'patung', 'kuda', 'jakarta', 'pada', 'jumat', 'simak', 'selengkapnya']","['ratusan', 'mahasiswa', 'tergabung', 'badan', 'eksekutif', 'mahasiswa', 'indonesia', 'bem', 'sih', 'menggelar', 'demonstrasi', 'menolak', 'kenaikan', 'pajak', 'pertambahan', 'nilai', 'ppn', 'patung', 'kuda', 'jakarta', 'jumat', 'simak', 'selengkapnya']",ratus mahasiswa gabung badan eksekutif mahasiswa indonesia bem sih gelar demonstrasi tolak naik pajak tambah nilai ppn patung kuda jakarta jumat simak lengkap
Sun Dec 28,9:49:49,Nanasena17,@GunRomli @RekjanS Tanpa provokasi rakyat pasti menolak kenaikan PPN 12 % .,Negatif,Tanpa provokasi rakyat pasti menolak kenaikan PPN,tanpa provokasi rakyat pasti menolak kenaikan ppn,tanpa provokasi rakyat pasti menolak kenaikan ppn,"['tanpa', 'provokasi', 'rakyat', 'pasti', 'menolak', 'kenaikan', 'ppn']","['provokasi', 'rakyat', 'menolak', 'kenaikan', 'ppn']",provokasi rakyat tolak naik ppn
Sun Dec 28,9:34:43,Iyan_concept,@ERaksasa @yaniarsim @prabowo Iya aneh juga yg ditanyakan awak media ke presiden kok malah engga substantif presiden putuskkan lanjut / batalkan Ppn 12%,Negatif,Iya aneh juga yg ditanyakan awak media ke presiden kok malah engga substantif presiden putuskkan lanjut  batalkan Ppn,iya aneh juga yg ditanyakan awak media ke presiden kok malah engga substantif presiden putuskkan lanjut  batalkan ppn,iya aneh juga yang ditanyakan awak media ke presiden kok malah tidak-tidak substantif presiden putuskkan lanjut batalkan ppn,"['iya', 'aneh', 'juga', 'yang', 'ditanyakan', 'awak', 'media', 'ke', 'presiden', 'kok', 'malah', 'tidak-tidak', 'substantif', 'presiden', 'putuskkan', 'lanjut', 'batalkan', 'ppn']","['iya', 'aneh', 'awak', 'media', 'presiden', 'tidak-tidak', 'substantif', 'presiden', 'putuskkan', 'batalkan', 'ppn']",iya aneh awak media presiden tidak substantif presiden putuskkan batal ppn
Sun Dec 28,9:32:50,mada_pangga,Tanpa diprovokasi rakyat pasti menolak atas kenaikan PPN 12 % mereka kira rakyat ini bodoh semua ? Hanya orang yang tak pro rakyat yang menerima kenaikan PPN 12 % .,Negatif,Tanpa diprovokasi rakyat pasti menolak atas kenaikan PPN   mereka kira rakyat ini bodoh semua  Hanya orang yang tak pro rakyat yang menerima kenaikan PPN,tanpa diprovokasi rakyat pasti menolak atas kenaikan ppn   mereka kira rakyat ini bodoh semua  hanya orang yang tak pro rakyat yang menerima kenaikan ppn,tanpa diprovokasi rakyat pasti menolak atas kenaikan ppn mereka kira rakyat ini bodoh semua hanya orang-orang yang tak pro rakyat yang menerima kenaikan ppn,"['tanpa', 'diprovokasi', 'rakyat', 'pasti', 'menolak', 'atas', 'kenaikan', 'ppn', 'mereka', 'kira', 'rakyat', 'ini', 'bodoh', 'semua', 'hanya', 'orang-orang', 'yang', 'tak', 'pro', 'rakyat', 'yang', 'menerima', 'kenaikan', 'ppn']","['diprovokasi', 'rakyat', 'menolak', 'kenaikan', 'ppn', 'rakyat', 'bodoh', 'orang-orang', 'pro', 'rakyat', 'menerima', 'kenaikan', 'ppn']",provokasi rakyat tolak naik ppn rakyat bodoh orang pro rakyat terima naik ppn
Sun Dec 28,9:30:14,BloombergTZ,Selamat menyambut tahun baru 2025. Sambutlah PPN 12% dengan riang gembira https://t.co/1CjKSPF6jM,Positif,Selamat menyambut tahun baru  Sambutlah PPN  dengan riang gembira,selamat menyambut tahun baru  sambutlah ppn  dengan riang gembira,selamat menyambut tahun-tahun baru sambutlah ppn dengan riang gembira,"['selamat', 'menyambut', 'tahun-tahun', 'baru', 'sambutlah', 'ppn', 'dengan', 'riang', 'gembira']","['selamat', 'menyambut', 'tahun-tahun', 'sambutlah', 'ppn', 'riang', 'gembira']",selamat sambut tahun sambut ppn riang gembira
Sun Dec 28,9:25:43,Chebrothers,Amanah Suara Rakyat Yang Memilihnya di Pilpres Kini Dimanfaatkan Untuk Menaikan PPN 12%. Kalau Saja dari Awal Kampanye Ngomong akan Menaikan Pajak 12% Paling Dapat Suaranya Hanya 11%.,Negatif,Amanah Suara Rakyat Yang Memilihnya di Pilpres Kini Dimanfaatkan Untuk Menaikan PPN  Kalau Saja dari Awal Kampanye Ngomong akan Menaikan Pajak  Paling Dapat Suaranya Hanya,amanah suara rakyat yang memilihnya di pilpres kini dimanfaatkan untuk menaikan ppn  kalau saja dari awal kampanye ngomong akan menaikan pajak  paling dapat suaranya hanya,amanah suara rakyat yang memilihnya di pilpres kini dimanfaatkan untuk menaikan ppn kalau saja dari awal kampanye ngomong-ngomong akan menaikan pajak paling dapat suaranya hanya,"['amanah', 'suara', 'rakyat', 'yang', 'memilihnya', 'di', 'pilpres', 'kini', 'dimanfaatkan', 'untuk', 'menaikan', 'ppn', 'kalau', 'saja', 'dari', 'awal', 'kampanye', 'ngomong-ngomong', 'akan', 'menaikan', 'pajak', 'paling', 'dapat', 'suaranya', 'hanya']","['amanah', 'suara', 'rakyat', 'memilihnya', 'pilpres', 'dimanfaatkan', 'menaikan', 'ppn', 'kampanye', 'ngomong-ngomong', 'menaikan', 'pajak', 'suaranya']",amanah suara rakyat pilih pilpres manfaat naik ppn kampanye ngomong-ngomong naik pajak suara
Mon Dec 29,23:59:52,Sujono44271368,Logikanya tuh dimana ya? Gembar-gembor ppn naik 12% tapi dibarengi sama opini gaji naik? Kek apasi ga nyambung tauuu,Negatif,Logikanya tuh dimana ya Gembargembor ppn naik  tapi dibarengi sama opini gaji naik Kek apasi ga nyambung tauuu,logikanya tuh dimana ya gembargembor ppn naik  tapi dibarengi sama opini gaji naik kek apasi ga nyambung tauuu,logikanya tuh dimana-mana ya gembargembor ppn naik tapi dibarengi sama-sama opini gaji naik kayak apasi tidak menyambung tau,"['logikanya', 'tuh', 'dimana-mana', 'ya', 'gembargembor', 'ppn', 'naik', 'tapi', 'dibarengi', 'sama-sama', 'opini', 'gaji', 'naik', 'kayak', 'apasi', 'tidak', 'menyambung', 'tau']","['logikanya', 'tuh', 'dimana-mana', 'ya', 'gembargembor', 'ppn', 'dibarengi', 'opini', 'gaji', 'kayak', 'apasi', 'menyambung', 'tau']",logika tuh mana ya gembargembor ppn bareng opini gaji kayak apas sambung tau
Mon Dec 29,23:59:08,herry_zudianto,Cant wait for January TAPI GAMAU PPN 12% 2025 WOY,Negatif,Cant wait for January TAPI GAMAU PPN   WOY,cant wait for january tapi gamau ppn   woy,cant wait for january tapi tidak mau ppn woy,"['cant', 'wait', 'for', 'january', 'tapi', 'tidak', 'mau', 'ppn', 'woy']","['cant', 'wait', 'for', 'january', 'ppn', 'woy']",cant wait for january ppn woy
Mon Dec 29,23:58:40,Sujono44271368,@CNNIndonesia Gue Sebut RAKYAT INDONESIA Cuma Jalankan KUASA nya Untuk Menolak PPN 12 Persen,Negatif,Gue Sebut RAKYAT INDONESIA Cuma Jalankan KUASA nya Untuk Menolak PPN  Persen,gue sebut rakyat indonesia cuma jalankan kuasa nya untuk menolak ppn  persen,gue sebut rakyat indonesia cuma jalankan kuasa ya untuk menolak ppn persen,"['gue', 'sebut', 'rakyat', 'indonesia', 'cuma', 'jalankan', 'kuasa', 'ya', 'untuk', 'menolak', 'ppn', 'persen']","['gue', 'rakyat', 'indonesia', 'jalankan', 'kuasa', 'ya', 'menolak', 'ppn', 'persen']",gue rakyat indonesia jalan kuasa ya tolak ppn persen
Mon Dec 29,23:57:50,KangManto123,@jramseyy41 @abu_waras Stop IKN Tdk ada janji maksi gratis K/L tdk gembul ini udh hemat APBN Fokus bayar hutang jatuh tempo hemat belanja negara PERPU batalin UU PPN 12%,Negatif,Stop IKN Tdk ada janji maksi gratis KL tdk gembul ini udh hemat APBN Fokus bayar hutang jatuh tempo hemat belanja negara PERPU batalin UU PPN,stop ikn tdk ada janji maksi gratis kl tdk gembul ini udh hemat apbn fokus bayar hutang jatuh tempo hemat belanja negara perpu batalin uu ppn,stop ikn tidak ada janji maksi gratis kalau tidak gembul ini sudah hemat apbn fokus bayar hutang jatuh tempo hemat belanja negara perpu batalin uu ppn,"['stop', 'ikn', 'tidak', 'ada', 'janji', 'maksi', 'gratis', 'kalau', 'tidak', 'gembul', 'ini', 'sudah', 'hemat', 'apbn', 'fokus', 'bayar', 'hutang', 'jatuh', 'tempo', 'hemat', 'belanja', 'negara', 'perpu', 'batalin', 'uu', 'ppn']","['stop', 'ikn', 'janji', 'maksi', 'gratis', 'gembul', 'hemat', 'apbn', 'fokus', 'bayar', 'hutang', 'jatuh', 'tempo', 'hemat', 'belanja', 'negara', 'perpu', 'batalin', 'uu', 'ppn']",stop ikn janji maksi gratis gembul hemat apbn fokus bayar hutang jatuh tempo hemat belanja negara perpu batalin uu ppn
Mon Dec 29,23:54:08,abu_waras,@opposite6892 Ini negara drpd narikin ppn 12% apa ga mending miskinin harvey moeis aja ? Bs nutup dah kayanya,Negatif,Ini negara drpd narikin ppn  apa ga mending miskinin harvey moeis aja  Bs nutup dah kayanya,ini negara drpd narikin ppn  apa ga mending miskinin harvey moeis aja  bs nutup dah kayanya,ini negara daripada narikin ppn apa-apa tidak mending miskinin harvey moeis saja bisa nutup sudah kayanya,"['ini', 'negara', 'daripada', 'narikin', 'ppn', 'apa-apa', 'tidak', 'mending', 'miskinin', 'harvey', 'moeis', 'saja', 'bisa', 'nutup', 'sudah', 'kayanya']","['negara', 'narikin', 'ppn', 'apa-apa', 'mending', 'miskinin', 'harvey', 'moeis', 'nutup', 'kayanya']",negara narikin ppn apa mending miskinin harvey moeis nutup kaya
Mon Dec 29,23:54:03,ChirpyxSambat,@Uki23 Survey pasti yg penerima bansos dan kaos dilempari dgn ppn 12% aj gw pesimis kasian warga bansos dibegoin terus,Negatif,Survey pasti yg penerima bansos dan kaos dilempari dgn ppn  aj gw pesimis kasian warga bansos dibegoin terus,survey pasti yg penerima bansos dan kaos dilempari dgn ppn  aj gw pesimis kasian warga bansos dibegoin terus,survey pasti yang penerima bansos dan kaos dilempari dengan ppn saja gue pesimis kasihan warga bansos dibegoin terus,"['survey', 'pasti', 'yang', 'penerima', 'bansos', 'dan', 'kaos', 'dilempari', 'dengan', 'ppn', 'saja', 'gue', 'pesimis', 'kasihan', 'warga', 'bansos', 'dibegoin', 'terus']","['survey', 'penerima', 'bansos', 'kaos', 'dilempari', 'ppn', 'gue', 'pesimis', 'kasihan', 'warga', 'bansos', 'dibegoin']",survey terima bansos kaos lempari ppn gue pesimis kasihan warga bansos dibegoin
Mon Dec 29,23:53:51,ajengardhias,@prabowo Omon omon ppn 12%,Negatif,Omon omon ppn,omon omon ppn,omon omon ppn,"['omon', 'omon', 'ppn']","['omon', 'omon', 'ppn']",omon omon ppn
Mon Dec 29,23:52:31,AndyUcok1,@MurtadhaOne1 Gerombolan mak kebo yg ngusulin ppn 12% skr mrka pura2 lupa..,Negatif,Gerombolan mak kebo yg ngusulin ppn  skr mrka pura lupa,gerombolan mak kebo yg ngusulin ppn  skr mrka pura lupa,gerombolan mak kebo yang ngusulin ppn sekarang mereka pura lupa,"['gerombolan', 'mak', 'kebo', 'yang', 'ngusulin', 'ppn', 'sekarang', 'mereka', 'pura', 'lupa']","['gerombolan', 'mak', 'kebo', 'ngusulin', 'ppn', 'pura', 'lupa']",gerombol mak kebo ngusulin ppn pura lupa
Mon Dec 29,23:48:09,RudiSukarsa,@fotodakwah @Yaaarchive trs bikin post begini motifnya apa ya? saat orang² berusaha buat batalin ppn 12% yg ga ngotak di tengah bnyknya penguasa yg korup,Negatif,trs bikin post begini motifnya apa ya saat orang berusaha buat batalin ppn  yg ga ngotak di tengah bnyknya penguasa yg korup,trs bikin post begini motifnya apa ya saat orang berusaha buat batalin ppn  yg ga ngotak di tengah bnyknya penguasa yg korup,terus bikin post begini motifnya apa-apa ya saat orang-orang berusaha buat batalin ppn yang tidak ngotak di tengah bnyknya penguasa yang korup,"['terus', 'bikin', 'post', 'begini', 'motifnya', 'apa-apa', 'ya', 'saat', 'orang-orang', 'berusaha', 'buat', 'batalin', 'ppn', 'yang', 'tidak', 'ngotak', 'di', 'tengah', 'bnyknya', 'penguasa', 'yang', 'korup']","['bikin', 'post', 'motifnya', 'apa-apa', 'ya', 'orang-orang', 'berusaha', 'batalin', 'ppn', 'ngotak', 'bnyknya', 'penguasa', 'korup']",bikin post motif apa ya orang usaha batalin ppn ngotak bnyknya kuasa korup
Mon Dec 29,23:45:23,annisachaca,@sutanmangara baguslah kalau ppn nya naik jadi 12% bagus dong,Positif,baguslah kalau ppn nya naik jadi  bagus dong,baguslah kalau ppn nya naik jadi  bagus dong,baguslah kalau ppn ya naik jadi bagus dong,"['baguslah', 'kalau', 'ppn', 'ya', 'naik', 'jadi', 'bagus', 'dong']","['baguslah', 'ppn', 'ya', 'bagus']",bagus ppn ya bagus
Mon Dec 29,23:44:35,50ntipri,@RWati65 @akbarfaizal68 @prabowo @jokowi Klo gak ngangkat berita mulyono dan gibran gak rame paham gak sih sedangkan DPR senang2 dengan kebobrokon mereka karena gak ada yg sorot yaa kali DPR gak bisa ngelawan pengesahan PPN 12%. Pemaksulan jokowi dulu ger,Negatif,Klo gak ngangkat berita mulyono dan gibran gak rame paham gak sih sedangkan DPR senang dengan kebobrokon mereka karena gak ada yg sorot yaa kali DPR gak bisa ngelawan pengesahan PPN  Pemaksulan jokowi dulu ger,klo gak ngangkat berita mulyono dan gibran gak rame paham gak sih sedangkan dpr senang dengan kebobrokon mereka karena gak ada yg sorot yaa kali dpr gak bisa ngelawan pengesahan ppn  pemaksulan jokowi dulu ger,kalau tidak ngangkat berita mulyono dan gibran tidak rame paham tidak sih sedangkan dpr senang dengan kebobrokon mereka karena tidak ada yang sorot ya kali dpr tidak bisa melawan pengesahan ppn pemaksulan jokowi dulu ger,"['kalau', 'tidak', 'ngangkat', 'berita', 'mulyono', 'dan', 'gibran', 'tidak', 'rame', 'paham', 'tidak', 'sih', 'sedangkan', 'dpr', 'senang', 'dengan', 'kebobrokon', 'mereka', 'karena', 'tidak', 'ada', 'yang', 'sorot', 'ya', 'kali', 'dpr', 'tidak', 'bisa', 'melawan', 'pengesahan', 'ppn', 'pemaksulan', 'jokowi', 'dulu', 'ger']","['ngangkat', 'berita', 'mulyono', 'gibran', 'rame', 'paham', 'sih', 'dpr', 'senang', 'kebobrokon', 'sorot', 'ya', 'kali', 'dpr', 'melawan', 'pengesahan', 'ppn', 'pemaksulan', 'jokowi', 'ger']",ngangkat berita mulyono gibran rame paham sih dpr senang kebobrokon sorot ya kali dpr lawan kesah ppn pemaksulan jokowi ger
Mon Dec 29,23:44:34,riskal_put42600,@M45Broo_ Mempersulit hidup rakyat kecil dg PPN 12% Anak rakyat miskin cuma diberi makan seharga 10rb sedangkan anak pejabat bebas makan berapapun biayanya meski mereka pun dr hasil korup Mafia tambang yg rugiin negara 300T dihukum 6.5 tahun Sebenarnya ne,Negatif,Mempersulit hidup rakyat kecil dg PPN  Anak rakyat miskin cuma diberi makan seharga rb sedangkan anak pejabat bebas makan berapapun biayanya meski mereka pun dr hasil korup Mafia tambang yg rugiin negara T dihukum  tahun Sebenarnya ne,mempersulit hidup rakyat kecil dg ppn  anak rakyat miskin cuma diberi makan seharga rb sedangkan anak pejabat bebas makan berapapun biayanya meski mereka pun dr hasil korup mafia tambang yg rugiin negara t dihukum  tahun sebenarnya ne,mempersulit hidup rakyat kecil-kecil dengan ppn anak-anak rakyat miskin cuma diberi makan seharga ribu sedangkan anak-anak pejabat bebas makan berapapun biayanya meski mereka pun dari hasil korup mafia tambang yang rugiin negara t dihukum tahun-tahun sebenarnya ini,"['mempersulit', 'hidup', 'rakyat', 'kecil-kecil', 'dengan', 'ppn', 'anak-anak', 'rakyat', 'miskin', 'cuma', 'diberi', 'makan', 'seharga', 'ribu', 'sedangkan', 'anak-anak', 'pejabat', 'bebas', 'makan', 'berapapun', 'biayanya', 'meski', 'mereka', 'pun', 'dari', 'hasil', 'korup', 'mafia', 'tambang', 'yang', 'rugiin', 'negara', 't', 'dihukum', 'tahun-tahun', 'sebenarnya', 'ini']","['mempersulit', 'hidup', 'rakyat', 'kecil-kecil', 'ppn', 'anak-anak', 'rakyat', 'miskin', 'makan', 'seharga', 'ribu', 'anak-anak', 'pejabat', 'bebas', 'makan', 'biayanya', 'hasil', 'korup', 'mafia', 'tambang', 'rugiin', 'negara', 't', 'dihukum', 'tahun-tahun']",sulit hidup rakyat kecil ppn anak rakyat miskin makan harga ribu anak jabat bebas makan biaya hasil korup mafia tambang rugiin negara t hukum tahun
Mon Dec 29,23:44:14,hutatimur_,ARRGGHHH STOP BRANDING SEOLAH OLAH DIBEBASKAN PPN 12% AJA BUAT BARANG BARANG YG ADA DI NEGATIVE LIST PPN.,Negatif,ARRGGHHH STOP BRANDING SEOLAH OLAH DIBEBASKAN PPN  AJA BUAT BARANG BARANG YG ADA DI NEGATIVE LIST PPN,arrgghhh stop branding seolah olah dibebaskan ppn  aja buat barang barang yg ada di negative list ppn,arrgghhh stop branding seolah olah dibebaskan ppn saja buat barang barang yang ada di negative list ppn,"['arrgghhh', 'stop', 'branding', 'seolah', 'olah', 'dibebaskan', 'ppn', 'saja', 'buat', 'barang', 'barang', 'yang', 'ada', 'di', 'negative', 'list', 'ppn']","['arrgghhh', 'stop', 'branding', 'olah', 'dibebaskan', 'ppn', 'barang', 'barang', 'negative', 'list', 'ppn']",arrgghhh stop branding olah bebas ppn barang barang negative list ppn
Mon Dec 29,23:41:08,mathanmu3,@kelixmann Ini truee soalnya kan narkoba itu barang mewah ada ppn 12%.,Positif,Ini truee soalnya kan narkoba itu barang mewah ada ppn,ini truee soalnya kan narkoba itu barang mewah ada ppn,ini truee soalnya kan narkoba itu barang mewah ada ppn,"['ini', 'truee', 'soalnya', 'kan', 'narkoba', 'itu', 'barang', 'mewah', 'ada', 'ppn']","['truee', 'narkoba', 'barang', 'mewah', 'ppn']",truee narkoba barang mewah ppn
Mon Dec 29,23:40:57,dewal68488,Jangan buarkan adik adik mahasiswa sensirian tuun ke jalan suarakan penolakan PPN 12% naik. Para politisi pubkik figure profesional dan rakyat bersama sama bantu Mahasiswa di jalan. #TolakPPN12Persen #tolakkenaik,Negatif,Jangan buarkan adik adik mahasiswa sensirian tuun ke jalan suarakan penolakan PPN  naik Para politisi pubkik figure profesional dan rakyat bersama sama bantu Mahasiswa di jalan TolakPPNPersen tolakkenaik,jangan buarkan adik adik mahasiswa sensirian tuun ke jalan suarakan penolakan ppn  naik para politisi pubkik figure profesional dan rakyat bersama sama bantu mahasiswa di jalan tolakppnpersen tolakkenaik,jangan-jangan buarkan adik adik mahasiswa sensirian tuun ke jalan suarakan penolakan ppn naik para politisi pubkik figure profesional dan rakyat bersama sama-sama bantu mahasiswa di jalan tolakppnpersen tolakkenaik,"['jangan-jangan', 'buarkan', 'adik', 'adik', 'mahasiswa', 'sensirian', 'tuun', 'ke', 'jalan', 'suarakan', 'penolakan', 'ppn', 'naik', 'para', 'politisi', 'pubkik', 'figure', 'profesional', 'dan', 'rakyat', 'bersama', 'sama-sama', 'bantu', 'mahasiswa', 'di', 'jalan', 'tolakppnpersen', 'tolakkenaik']","['jangan-jangan', 'buarkan', 'adik', 'adik', 'mahasiswa', 'sensirian', 'tuun', 'jalan', 'suarakan', 'penolakan', 'ppn', 'politisi', 'pubkik', 'figure', 'profesional', 'rakyat', 'bantu', 'mahasiswa', 'jalan', 'tolakppnpersen', 'tolakkenaik']",jangan buar adik adik mahasiswa sensirian tuun jalan suara tolak ppn politis pubkik figure profesional rakyat bantu mahasiswa jalan tolakppnpersen tolakkenaik
Mon Dec 29,23:39:07,a_rerumputan,semua pendapat layak dihargai kecuali yang setuju ppn naik jadi 12% disuru makan tai aja gada harganya,Negatif,semua pendapat layak dihargai kecuali yang setuju ppn naik jadi  disuru makan tai aja gada harganya,semua pendapat layak dihargai kecuali yang setuju ppn naik jadi  disuru makan tai aja gada harganya,semua pendapat layak dihargai kecuali yang setuju ppn naik jadi disuru makan tahi saja tidak ada harganya,"['semua', 'pendapat', 'layak', 'dihargai', 'kecuali', 'yang', 'setuju', 'ppn', 'naik', 'jadi', 'disuru', 'makan', 'tahi', 'saja', 'tidak', 'ada', 'harganya']","['pendapat', 'layak', 'dihargai', 'kecuali', 'setuju', 'ppn', 'disuru', 'makan', 'tahi', 'harganya']",dapat layak harga kecuali tuju ppn disuru makan tahi harga
Mon Dec 29,23:38:09,law20956,2025 gak bakal bisa ngasih effort 100% Dah dipotong PPN 12%,Negatif,gak bakal bisa ngasih effort  Dah dipotong PPN,gak bakal bisa ngasih effort  dah dipotong ppn,tidak bakal bisa mengasih effort sudah dipotong ppn,"['tidak', 'bakal', 'bisa', 'mengasih', 'effort', 'sudah', 'dipotong', 'ppn']","['mengasih', 'effort', 'dipotong', 'ppn']",asih effort potong ppn
Mon Dec 29,23:37:24,endracapa,PPN 12% kalo dipaksa dijalankan rusak dah seluruh sektor,Negatif,PPN  kalo dipaksa dijalankan rusak dah seluruh sektor,ppn  kalo dipaksa dijalankan rusak dah seluruh sektor,ppn kalau dipaksa dijalankan rusak sudah seluruh sektor,"['ppn', 'kalau', 'dipaksa', 'dijalankan', 'rusak', 'sudah', 'seluruh', 'sektor']","['ppn', 'dipaksa', 'dijalankan', 'rusak', 'sektor']",ppn paksa jalan rusak sektor
Mon Dec 29,23:36:42,simandjuntak__,@DitjenPajakRI Ppn 12% = dompet kang pajak tambah tebel,Negatif,Ppn   dompet kang pajak tambah tebel,ppn   dompet kang pajak tambah tebel,ppn dompet kang pajak tambah tebal,"['ppn', 'dompet', 'kang', 'pajak', 'tambah', 'tebal']","['ppn', 'dompet', 'kang', 'pajak', 'tebal']",ppn dompet kang pajak tebal
Mon Dec 29,23:36:05,diwahono,@ekokuntadhi1 Lain cerita kalo kenaikan ppn jadi 12 % itu ada di 2 atau 5 taun kemaren ..lo ama rieke pasti dukung dan puja puji......kagak punya malu kalian itu yak ..mo cuci tangan ???,Negatif,Lain cerita kalo kenaikan ppn jadi   itu ada di  atau  taun kemaren lo ama rieke pasti dukung dan puja pujikagak punya malu kalian itu yak mo cuci tangan,lain cerita kalo kenaikan ppn jadi   itu ada di  atau  taun kemaren lo ama rieke pasti dukung dan puja pujikagak punya malu kalian itu yak mo cuci tangan,lain cerita kalau kenaikan ppn jadi itu ada di atau tahun kemarin lo sama rieke pasti dukung dan puja pujikagak punya malu kalian itu ya mau cuci tangan,"['lain', 'cerita', 'kalau', 'kenaikan', 'ppn', 'jadi', 'itu', 'ada', 'di', 'atau', 'tahun', 'kemarin', 'lo', 'sama', 'rieke', 'pasti', 'dukung', 'dan', 'puja', 'pujikagak', 'punya', 'malu', 'kalian', 'itu', 'ya', 'mau', 'cuci', 'tangan']","['cerita', 'kenaikan', 'ppn', 'kemarin', 'lo', 'rieke', 'dukung', 'puja', 'pujikagak', 'malu', 'ya', 'cuci', 'tangan']",cerita naik ppn kemarin lo rieke dukung puja pujikagak malu ya cuci tangan
